,home_won
158347,0
200802,1
171977,0
107904,0
148633,0
350565,1
165025,0
419244,0
217459,1
118950,0
24390,1
264021,1
181462,0
59126,0
393079,1
238196,0
63065,0
143574,0
58416,1
316708,1
305773,1
90984,1
322973,1
163302,0
65979,0
57991,0
199378,1
30494,0
72826,1
338708,1
344764,1
209618,1
217744,1
53339,0
205356,1
300367,1
232389,1
152541,1
276663,1
326317,1
91950,1
190884,1
45518,1
29942,1
320320,0
123717,1
19515,0
155424,1
109323,1
228286,0
179179,1
267485,0
337827,1
173637,0
115785,1
97595,1
144750,0
328525,1
35424,1
173093,0
120635,0
154475,1
40942,0
262731,1
45116,0
156313,1
46640,1
73201,0
137143,1
192222,0
349068,1
126881,1
364306,0
45907,1
115966,1
1194,1
315391,0
86436,1
210977,1
375908,1
272801,0
58547,1
368152,1
118904,1
322974,1
322245,0
301644,1
281933,1
359095,1
7255,0
419640,1
272549,1
333313,1
220283,1
317306,0
36366,1
380505,1
238957,1
66697,0
350604,1
16396,1
195724,0
288242,0
104037,0
4335,1
30610,1
403981,0
14939,0
234339,1
170603,1
18493,0
311913,1
111176,0
35484,1
233354,0
174584,0
420914,0
17259,0
341761,1
320385,1
66051,0
222205,0
389450,1
151241,0
36791,0
380455,1
211065,1
264416,0
177857,0
247058,1
230616,0
330160,0
365215,0
142528,1
335338,0
400518,0
305025,1
263155,0
403424,1
385230,0
285139,0
320340,0
321388,1
94253,0
7428,1
8050,1
407278,1
388258,1
121526,1
396112,0
165364,0
146975,1
314132,1
358149,1
7098,1
170587,1
216242,1
293531,1
109864,1
44433,1
154243,1
35316,1
262991,0
374709,0
116712,1
253594,0
379423,1
173779,1
223156,1
262163,1
388145,0
88472,1
202422,0
25359,1
368010,1
397605,0
331591,0
156509,1
18640,0
232587,1
141363,0
239261,0
392944,1
218089,0
80360,1
285793,0
387105,0
334502,1
200241,1
212917,1
348612,1
393578,0
168027,0
359301,0
318185,0
40035,1
190381,1
159443,1
366821,0
110124,0
389859,1
389829,1
335951,0
143255,1
26588,0
48664,0
325895,1
360531,0
342729,0
187219,1
283317,0
41776,1
289577,0
71054,1
277361,1
158664,1
342392,1
176988,1
85424,0
60248,1
82551,0
408017,1
360390,0
194849,0
384444,1
367584,1
307689,0
163317,0
14374,0
15760,0
186257,0
272739,0
152968,1
339941,1
99061,1
245773,1
103036,1
186129,1
213594,1
187991,0
410051,0
743,1
308905,0
328146,1
49857,1
227175,0
271265,0
18148,1
215561,1
338646,1
195203,1
358031,1
306043,1
385366,1
286143,0
146577,0
325101,0
63251,1
74505,1
298112,0
97123,1
110249,1
414060,0
358848,0
385200,1
15664,1
287800,1
87526,1
330304,1
249610,1
225599,1
302797,0
38641,1
391540,0
22762,0
70553,0
24563,0
202577,1
315119,1
210020,0
403942,1
335670,1
117231,1
342723,0
103544,1
178105,0
30670,0
411170,0
125475,1
202763,1
344836,1
132302,1
95888,0
207974,0
48992,0
90986,1
244650,1
78772,0
404117,1
318387,1
250137,1
225618,1
316683,1
34715,1
240875,0
234934,1
120282,1
302663,1
290100,1
371208,1
409536,1
204316,0
191836,1
96945,1
169967,1
298302,1
121715,0
101981,1
239849,1
336351,0
309261,0
337045,1
410248,0
104285,1
177704,0
361010,1
213739,1
373868,1
185493,0
268662,1
401055,1
72516,0
394879,0
77138,1
359088,1
3345,0
338875,0
390922,0
285319,1
231099,0
196270,1
204602,0
248540,1
244724,1
159646,1
154703,1
143687,0
205323,1
340164,0
7062,1
152309,1
175089,1
131172,1
386792,0
12415,1
86286,0
315552,0
306952,0
33350,1
154832,1
35513,1
352701,1
248273,1
54517,1
55770,0
3227,0
126648,1
310100,1
411118,0
103478,1
246454,1
334250,0
247077,1
360548,0
295198,1
183643,1
417570,1
99081,1
68622,1
175744,1
306549,0
11506,1
138539,0
64764,1
76198,0
46500,1
18551,0
388691,1
341348,0
42087,0
17377,1
308861,0
222694,0
397670,1
183181,1
74042,1
270797,0
350757,1
416681,1
116552,1
54108,1
80595,1
67382,1
328257,0
59310,0
23455,0
236375,0
231992,0
225065,1
1437,1
94700,0
99681,1
1932,1
387050,0
50009,1
406527,0
107015,1
61893,0
342064,1
102480,1
115133,0
377550,1
167675,1
150229,0
315392,0
289929,0
156710,1
161580,1
121960,1
42036,0
176060,1
170471,1
260297,1
21938,1
185126,0
87040,0
391117,0
19132,1
418699,0
195673,0
23433,0
145867,0
187577,0
348915,0
389485,1
372363,1
49495,1
139299,1
343566,1
179327,0
57383,1
310728,1
48722,0
369388,1
209532,1
387695,0
391791,0
211203,1
134308,1
75542,1
362685,0
402158,1
165977,0
342134,1
200457,1
62846,1
253904,1
53041,0
132241,1
194914,0
42568,0
142831,0
310911,0
421464,1
235771,0
46423,1
101915,0
34415,1
212953,1
147087,0
16090,1
26571,0
275138,0
1231,1
135216,1
134514,0
193426,1
228350,0
161006,1
291244,0
12786,0
146546,0
342193,1
377703,1
321094,0
328482,1
67346,1
121202,1
379122,1
363122,1
161148,0
386904,0
50759,1
38212,1
222938,0
336933,0
223133,1
82201,1
421168,1
289367,1
40982,0
163416,0
344945,0
52933,1
328444,1
3546,0
421375,1
72295,1
114033,1
347179,0
247021,0
251455,0
148399,1
61814,0
386712,0
388271,1
218125,1
250653,0
67540,1
370931,0
302650,1
312046,1
276633,1
181760,0
216849,0
385778,1
148286,1
213252,0
178012,0
251459,0
64800,1
293774,1
207007,1
151755,1
70152,1
339213,1
355715,1
173930,1
133221,1
386699,0
106255,1
56161,1
152687,1
64591,0
279473,0
226123,1
153326,0
338083,1
136398,0
145154,1
54363,1
211123,1
58121,1
419622,1
297680,1
365747,1
357604,1
309458,1
61347,1
288719,0
275969,1
414969,0
168394,0
11025,1
358381,1
385431,1
364568,0
107880,0
142513,1
355417,0
249844,0
301929,1
408755,0
406921,0
176337,0
126290,1
124712,0
220768,0
388866,0
158004,1
152184,1
209474,1
136220,1
92498,1
158284,0
111186,0
198081,0
42141,0
66468,1
180134,1
383302,1
37943,1
187215,1
313405,1
180029,1
189833,1
138697,0
118415,1
35063,0
50535,1
174621,0
366351,1
328490,1
272079,1
59535,0
406513,0
308834,0
275870,1
90924,1
180844,1
316277,0
3710,1
337199,0
396488,1
6663,0
90129,1
260221,1
106460,1
306298,1
47054,1
114465,0
382778,1
276578,1
47063,1
398245,1
81707,1
300668,1
115551,1
320182,0
184687,0
309377,1
119952,0
82939,1
262544,1
218450,1
29558,0
41607,1
420700,0
45463,1
236179,1
57908,0
119541,0
255537,1
197581,1
322836,0
339863,1
214754,0
44770,1
291151,0
162689,1
329174,1
274300,1
355872,1
191828,1
330660,1
128503,0
49079,0
339701,1
412062,1
82763,1
173396,0
372930,1
32608,0
23895,1
330184,1
82451,0
5847,1
254242,0
392475,0
165969,0
26477,0
267132,1
66884,1
122248,0
221018,0
291620,1
411240,0
122500,0
295723,0
298714,0
252146,0
137374,0
167951,0
292552,1
112456,0
34224,1
7161,1
133172,1
281038,1
150836,1
100090,1
259596,0
118992,0
181270,0
10588,1
45360,0
225782,1
412983,1
220962,0
213933,1
61325,1
84947,1
260583,0
330276,1
145743,0
276742,1
344903,0
245344,1
173535,0
176942,1
107524,0
161320,0
125435,1
19019,1
299024,0
252350,0
324664,1
419684,0
71656,0
181551,1
335788,1
398884,1
344996,0
33917,0
326431,1
280535,1
229076,1
56868,1
16019,1
205209,1
242835,1
254163,0
293752,1
289819,0
179385,0
144702,0
177525,1
335650,1
14827,0
145326,1
363011,1
42127,0
400940,1
355646,1
137349,0
172836,1
193019,0
387704,0
45250,0
357419,0
160275,0
86271,0
106493,1
137620,1
137049,1
222742,1
143868,0
52414,1
80039,1
331367,0
277012,1
98535,1
257641,0
22730,0
223010,0
111793,1
184835,1
29006,1
200910,1
344641,0
315214,1
208900,1
143758,0
117638,1
238949,1
110255,1
321360,1
116760,1
163171,1
188128,1
408269,1
3563,0
162042,1
378689,1
203864,0
156167,1
243116,0
242020,0
341953,1
119875,0
236862,0
257013,1
400858,1
392441,0
51846,0
88928,1
280465,1
218162,1
349579,0
308660,0
22504,1
247646,0
272893,0
76452,0
81653,1
291630,1
298052,0
204126,0
112978,0
387786,0
28294,1
382700,0
52361,1
73980,1
92357,1
19464,1
71929,1
401276,1
64459,1
417185,0
201703,1
256057,1
392765,0
269103,1
27522,1
90503,0
256208,0
328171,1
58102,1
73468,0
74627,0
363686,1
300701,0
294683,0
37851,1
90369,0
222143,0
361247,0
26028,0
221418,0
9849,0
109306,1
116107,1
184098,1
390132,0
286415,1
168746,1
80891,0
210991,1
45688,1
175385,0
407547,0
155653,0
89359,1
333207,0
338338,1
158081,1
119558,0
157096,1
94902,0
315028,1
102535,1
348084,1
316848,1
134001,1
388159,0
303567,1
31956,0
111609,1
21656,1
297027,1
263704,0
205539,0
9646,0
122896,1
149493,0
366005,1
376761,0
128387,0
250452,0
2621,1
369626,1
300843,0
49437,1
244581,1
82746,1
54063,1
167605,1
20577,1
379999,0
289133,1
80957,0
360459,0
198190,1
288863,0
384379,1
293654,1
267901,1
296439,1
76602,1
248838,1
369511,1
360496,0
339544,1
354939,0
188015,0
63218,0
3630,0
186692,1
279667,1
167198,1
359685,1
85868,0
340590,1
165279,0
224632,1
108742,1
280826,1
115821,0
349979,1
233429,1
60279,1
210192,0
301948,1
20578,1
336811,0
305473,1
321176,0
234058,1
405005,0
214233,1
376585,1
366228,1
51761,0
228764,0
305612,1
293063,0
325301,0
357935,1
81868,0
390284,1
138240,0
253627,0
82424,0
145031,1
251557,0
248041,1
332126,0
352506,1
420695,0
195436,1
171325,1
378195,1
37644,1
372915,1
134129,0
21960,1
77650,1
401522,0
270809,0
95874,0
341487,1
282033,1
259394,1
282205,1
190680,1
397013,1
32505,1
292654,1
165305,0
390096,0
241008,0
356406,1
301360,0
258539,1
365116,0
356504,1
74117,1
235983,1
24112,1
414249,0
215781,1
364540,0
140458,0
304400,1
187169,1
392398,0
394238,1
6669,0
89752,0
211122,1
301013,1
75002,1
166899,1
22741,0
287404,1
61509,1
156137,1
273406,0
337228,0
147700,1
7505,1
314602,0
277362,1
155917,1
353198,1
262214,0
268984,1
203779,0
91455,1
218386,1
13501,0
231222,0
278196,0
155005,0
236956,1
147679,1
294484,1
67448,1
114793,0
20872,1
258478,1
57556,1
119328,0
59038,0
160469,1
111726,1
80938,0
349692,0
59019,0
391089,0
267058,1
268836,0
46059,1
60484,0
40979,0
198828,0
382454,0
132871,0
262738,1
209397,1
208232,0
60454,0
216951,1
110709,0
226738,0
245462,1
12644,1
125310,1
264378,0
348026,1
45252,0
213442,0
285169,0
209402,1
95207,0
171056,0
404088,0
137165,1
337268,0
231300,0
301163,1
308486,1
339284,1
324066,0
273870,0
68455,0
327305,0
292129,1
278438,1
334268,0
2405,1
198060,0
283805,1
40862,0
168869,1
249146,0
179052,0
133010,0
41601,1
179668,1
304824,1
85845,0
104878,0
46542,1
174287,1
326267,0
374278,1
54413,1
349397,0
387962,1
386357,1
303014,1
390615,0
106714,0
319160,0
87834,0
104755,0
298409,0
46351,0
19768,0
376550,1
355596,1
168241,0
31333,0
52383,1
48772,0
267232,0
418328,0
85000,1
149729,1
359058,1
260987,1
331881,0
183088,1
21603,0
245042,0
404073,0
61218,1
242404,1
40074,1
86324,0
116397,0
53054,0
33969,0
414994,0
87552,1
406737,1
302421,0
222461,1
413881,1
172244,1
80467,1
34212,1
280233,0
314940,0
326936,0
395421,1
258502,1
382119,1
252850,1
154803,1
229847,1
398589,0
191281,0
102599,0
44424,1
223738,1
87486,1
316319,0
173272,1
144063,1
198776,0
127114,0
358309,0
83373,0
139694,1
100592,1
356245,1
147277,0
243930,1
132480,0
228724,0
306108,1
13225,0
375030,1
195534,1
69508,0
252388,0
17635,1
9915,0
29030,1
144189,1
188552,0
107151,0
397929,0
60434,1
87113,1
379676,0
121335,1
382324,1
189607,1
219255,1
349123,1
362309,1
403369,1
380083,0
89925,0
206187,1
106769,0
193018,0
254891,1
369104,0
356473,1
91036,1
188918,1
28943,1
47679,0
96140,0
366376,1
334163,1
101578,0
109319,1
139565,0
22291,1
250610,0
215418,1
283630,0
298288,1
127466,0
349922,1
244321,0
75699,1
192023,1
79870,0
61494,1
219289,0
183199,1
247859,1
1576,0
260518,1
54113,1
384211,1
297798,0
362088,1
192951,0
132434,0
65098,0
383486,1
24040,1
74665,0
287498,0
67705,1
299576,1
211963,0
40266,1
401415,1
364929,0
124707,0
13458,0
180202,1
160359,0
389210,1
59960,0
11020,1
176540,1
218567,0
204782,0
260238,1
350687,1
250111,1
308875,0
160844,1
225498,0
177261,1
55373,1
412814,1
365243,0
70649,0
106448,1
417790,1
413037,0
207339,0
228239,0
91810,1
345907,0
107667,0
140420,0
201395,0
266141,1
310862,0
298530,1
180419,0
2957,0
273946,0
175671,1
258541,1
200022,0
98297,1
300617,1
173191,0
31758,0
284178,0
395994,1
108543,0
302775,0
86588,1
246115,1
421184,1
421557,1
200495,1
78977,1
326244,0
31425,0
419402,0
363531,1
386022,1
242291,1
117306,1
346910,1
166324,1
8224,1
384790,0
304770,1
365024,1
88265,1
282956,1
269545,0
270727,1
115939,0
418542,0
239878,1
44143,0
78365,1
255388,1
395387,1
190486,0
13652,1
108314,0
155188,0
346537,0
117956,1
107776,0
21630,0
370149,1
241621,0
107322,1
216138,1
317703,1
333570,1
117839,0
231797,1
211093,1
349761,0
147024,1
58115,1
396029,1
407694,1
19907,0
406008,0
42307,0
28483,1
75713,1
294753,1
421225,1
244991,0
405580,0
99771,0
36432,0
140743,0
67056,0
341728,1
363639,1
131075,1
73542,0
270423,1
147175,0
256811,0
172856,1
180422,0
223163,0
281816,0
268918,0
283032,1
264980,1
32309,1
310659,0
48781,0
292462,0
6127,0
120837,1
331380,0
369763,1
138623,0
368907,1
8817,1
89719,0
285007,0
389783,1
160636,0
281006,1
232768,0
182087,0
138746,0
343920,1
354749,1
306959,0
234965,1
147611,1
927,0
84200,1
48494,1
119206,0
240217,0
121747,0
265127,1
41222,0
128442,0
358331,0
212764,0
117363,1
357964,1
225353,0
147338,1
298164,1
332761,1
23728,1
197953,0
131778,1
306942,0
48109,0
199334,1
269997,0
290498,1
117825,0
302385,0
50700,1
111711,1
142990,0
90249,0
168889,1
324046,0
239638,1
75104,0
230458,1
74273,0
244478,1
97430,0
263035,0
249982,1
103087,1
1646,1
64245,0
89538,0
107946,0
29237,1
130525,0
212634,0
14922,0
183255,1
181140,1
391594,0
170842,1
8212,1
349115,1
125298,1
96059,0
107902,0
312321,0
370229,0
162659,1
220436,1
324813,1
293327,1
104721,0
228582,0
419642,1
394624,1
100743,0
100607,1
129631,1
189556,1
158063,1
357817,0
41523,1
396088,0
58160,1
313453,1
352324,1
104142,0
133957,1
116113,1
141072,0
325865,1
384199,1
219625,0
149478,0
169495,0
271729,1
24617,0
110034,1
62421,0
139786,0
25908,1
107753,0
209388,1
195738,0
377742,1
216473,1
155367,1
283606,0
27927,1
30257,0
361874,1
266727,1
202631,1
277975,0
215155,0
221953,0
137595,1
106588,1
418777,0
6852,0
53252,1
129239,1
298776,1
31104,0
349380,0
144152,1
46267,0
2860,0
293065,0
380770,0
28369,1
267963,1
381620,0
291742,0
379443,1
334251,0
15485,1
186245,0
375360,0
364905,0
135627,0
328734,1
156195,1
116723,1
378601,1
159155,1
42709,0
384556,0
282653,0
297781,0
166573,1
280018,0
373815,1
263628,1
193750,0
62120,0
293854,1
276640,1
355503,1
3817,1
269303,1
49828,1
246400,1
76347,1
23975,1
87089,1
19468,1
366336,1
3795,1
217982,0
179065,0
192237,1
223905,1
265090,1
20943,1
183527,0
396455,0
180213,1
197466,1
391903,0
342770,0
265721,1
6271,0
265286,1
318633,0
419843,0
140007,1
40722,0
154615,1
206715,0
386526,0
371257,1
50783,1
241958,0
415009,0
148960,0
274508,0
360112,1
160894,1
391510,0
414065,0
188959,1
236465,1
335184,1
253954,0
115184,0
230370,1
343686,1
139865,0
210274,1
3119,1
249658,1
401743,1
146486,0
258122,0
326350,1
129872,1
298772,1
67775,1
373206,0
156397,1
255377,1
376211,1
40177,1
195842,1
366363,1
384091,1
116295,1
269048,1
280028,0
129231,1
251168,0
293067,0
132521,0
388847,0
54181,0
277474,0
110971,0
324748,1
65031,0
244612,1
134895,0
297418,1
254628,1
272963,1
269461,0
180600,1
361480,1
12385,1
335900,1
306231,1
255477,1
134071,1
29704,1
338905,0
324127,0
350377,1
301118,1
229166,1
186811,1
395176,0
238746,1
247003,0
176397,0
73805,1
102034,1
116800,1
235996,1
2318,0
21499,0
354588,0
407347,1
194815,0
292625,1
337003,1
390272,1
90309,0
217337,1
396013,1
63841,0
200450,1
30094,0
84235,0
84808,0
147411,1
392004,0
374249,1
29489,0
406180,0
196630,1
357934,1
107459,0
194255,1
58625,1
95033,0
4905,1
97024,1
335919,1
297302,1
415774,0
230682,0
339734,1
347333,0
242402,1
30401,0
281686,1
151592,0
119098,1
289648,0
196735,1
115211,1
345450,0
74165,0
119963,0
201788,1
357279,0
312612,1
139639,1
328345,0
28425,1
228184,0
270957,0
114415,1
236619,1
153719,0
286131,0
334403,1
406334,1
37327,1
263140,0
19507,1
22596,1
223351,0
305603,1
95544,0
179469,0
313009,1
43064,0
164855,0
226161,1
314811,1
132537,0
124128,1
171417,1
268166,0
293685,1
346512,0
40780,0
159010,1
367476,1
125846,1
10555,1
294795,1
217450,1
344817,1
317379,0
253480,0
272146,1
164753,1
50150,0
160532,1
365398,0
282549,1
33377,1
238085,1
209247,1
32892,1
166227,1
378547,1
135964,0
366855,0
164325,1
247048,1
359716,1
170843,1
254151,0
160843,1
42559,0
397168,1
52839,0
7707,1
394955,0
161072,0
287013,1
264476,0
251610,0
19863,0
385944,1
119675,0
376773,0
377117,0
32743,0
363547,1
89253,0
156215,1
129156,0
188309,1
313212,1
86978,0
329247,1
246179,1
367136,1
33775,0
145739,0
10642,1
181309,0
131182,1
210392,0
248100,0
292403,0
70614,0
26549,0
384885,0
176891,1
177333,1
265678,0
376523,1
287231,1
160797,1
117687,1
22129,1
154379,1
34778,1
24646,0
151114,1
290376,1
83818,0
245294,1
215224,0
21798,1
248509,1
21773,1
104115,0
336354,0
321080,0
306806,0
158372,0
256807,0
353748,1
115750,1
46111,1
295222,1
304337,1
276380,0
420030,1
85888,0
92104,0
253007,1
179565,1
95841,0
397871,0
404007,0
190119,1
375506,1
91793,1
166063,1
387662,0
89383,1
388586,1
402727,1
20117,1
179637,1
318400,1
382744,0
248826,1
301685,1
84861,1
351149,1
328778,1
11154,1
309724,1
316146,0
318103,0
37728,1
19721,0
14859,0
261201,1
61279,1
46797,0
222197,0
222262,0
396141,0
197114,1
83753,1
418341,0
156555,1
175303,1
140566,1
15869,1
235325,1
123309,1
304363,1
319757,1
279412,0
198857,0
76638,1
300331,1
180073,1
234811,0
320244,0
325133,0
284158,0
259019,0
185622,0
336867,0
225555,0
342520,0
361809,1
76075,0
257078,1
251054,0
390598,0
218216,1
84623,1
102080,1
43902,0
9431,0
355501,1
256081,1
171513,1
233196,1
179291,1
54147,0
326114,1
99052,1
411620,1
247476,0
228985,1
360791,0
138472,0
381432,1
110350,1
222106,1
72344,1
90883,1
22960,0
262624,1
403039,1
312125,1
157602,1
188007,0
107721,0
328128,1
216171,1
395365,1
247013,0
370959,0
213309,0
398060,0
74972,1
404064,0
408372,1
134958,0
83861,0
583,0
161234,0
136514,0
252831,1
160491,1
288815,0
52536,1
329359,0
89078,1
78572,1
388070,1
190901,1
223881,1
115516,1
335377,0
321911,1
331707,0
291858,1
158934,1
379089,0
265284,1
32106,1
117666,1
55494,1
357308,0
219576,1
349394,0
361984,1
235479,0
257089,1
412226,1
228347,0
60693,1
230332,1
256268,0
61403,1
336539,1
233576,0
46237,0
303499,1
162188,1
266748,1
392137,0
41728,1
304342,1
369490,1
48148,0
187712,0
281631,1
127219,0
208584,0
410468,0
225433,0
61741,0
144920,1
357774,0
325538,1
53544,0
224318,1
214776,0
395355,1
271145,0
234577,1
313745,1
147051,0
404212,1
394486,0
116976,0
416381,0
395379,1
74244,0
16344,1
253631,0
9078,1
297604,1
173356,1
109111,1
242204,1
410725,1
238984,1
281261,1
328388,1
243934,1
139557,0
163423,0
68257,0
273877,0
59828,0
109900,1
5528,1
135448,1
401445,1
314733,1
276076,1
23446,0
360756,0
96622,0
88298,1
136182,1
263931,1
285348,1
409957,0
6280,0
269171,0
379816,0
236478,1
251895,0
366731,1
340710,1
12098,0
140219,0
326056,1
266345,1
419561,1
396671,0
328890,1
380662,0
239199,1
251157,0
206296,1
255924,1
178551,0
114760,0
337117,1
419758,0
196923,0
160001,0
51285,0
221926,0
279670,1
31469,0
268231,1
57866,0
328064,0
182756,1
261719,1
307390,0
2465,1
158253,1
108030,0
273772,1
288827,0
224087,1
228590,0
13283,0
222215,0
231545,1
399738,0
340857,0
220497,0
370382,1
262451,0
261554,0
100514,1
190810,1
386565,0
278938,0
373626,1
44153,0
354279,1
303094,0
215189,0
102791,1
100614,1
223618,1
244805,0
70863,0
194843,0
419605,1
343535,1
51340,0
124867,0
210317,1
254871,1
366147,0
73541,0
354304,1
279301,1
116067,1
157422,0
37284,0
263952,1
189562,1
257720,0
323284,0
395609,0
198841,0
307901,1
256960,1
27167,1
280328,0
68593,0
131637,0
232523,1
125420,1
338823,0
141023,0
23056,1
248945,1
410399,0
304048,0
421590,1
89103,1
222608,0
365190,0
286885,1
55570,1
66237,1
214416,0
117136,1
63398,1
223361,0
215436,1
200252,1
280710,0
120745,1
39988,1
35807,0
148566,0
45872,1
93117,0
177136,1
331995,1
202476,0
107031,1
369854,0
413095,0
116457,0
407141,0
85884,0
258474,1
170280,0
114952,1
2769,0
367983,1
71642,0
136048,0
343842,1
235372,0
139624,0
39754,1
352429,1
154753,1
241641,0
420942,0
158236,1
46392,0
114721,0
264053,1
329593,1
330849,1
314029,1
201920,1
215448,1
140542,1
85169,1
365205,0
279196,1
250428,0
214679,0
154733,1
111689,1
371813,1
413074,0
313217,1
147203,0
74777,1
45535,1
43179,1
102015,1
165427,0
412766,1
113929,1
294716,0
194589,1
68890,0
157894,0
253504,0
47500,1
89508,0
416322,0
393549,0
400237,1
286941,1
175751,1
297682,1
58257,1
57210,1
42247,1
350130,1
219697,0
124824,0
161936,0
188741,0
344507,0
176575,1
302131,0
157079,1
337138,0
199870,0
364041,0
60340,1
40376,1
240894,0
30766,0
96414,0
346912,1
32188,1
199154,0
141769,0
131697,0
262654,1
124964,0
402437,1
36982,0
398958,1
216900,0
302366,0
397205,1
228277,0
286042,0
169575,0
416812,0
117615,1
217894,1
333632,1
280441,1
2916,0
201380,0
288851,0
12791,0
212678,0
82715,1
146776,1
277957,0
11138,1
350092,1
337132,0
211284,0
165532,0
336101,1
287568,0
152561,1
212597,0
14350,0
240710,1
99298,1
337215,0
56965,1
267668,0
376449,1
163192,1
275132,0
405306,1
118567,1
387244,1
32434,1
371415,1
182983,0
222724,1
214382,0
307662,0
189729,1
200757,1
411708,0
177517,1
354260,1
61370,1
62692,1
89578,0
364866,0
137203,0
74863,1
305840,1
406246,0
135821,0
238647,1
206328,1
21169,0
252206,0
214618,0
208877,1
121830,0
152099,1
138818,0
124199,1
307515,1
150177,0
269229,0
124320,1
130965,0
379165,1
165214,0
292026,1
145400,1
54676,0
263500,0
186630,1
70786,1
324388,1
134041,1
116379,0
246409,1
151488,1
44036,0
107867,0
405148,0
283789,1
416128,0
18808,0
322534,1
378728,1
122965,1
415413,1
407020,0
398001,0
50346,0
134278,0
164804,1
123828,1
273493,0
5392,1
22451,1
269328,1
169860,1
20501,1
13043,1
4154,1
275165,0
311797,0
365527,1
256065,1
48184,0
9883,0
395663,0
420310,0
66004,0
361366,0
294384,1
22901,0
154980,1
202187,0
234664,1
36745,0
132126,1
285504,1
315300,1
390806,0
71806,1
324143,0
375606,1
253931,1
324826,1
188244,1
398647,0
380132,0
26139,0
2732,1
50081,0
121929,1
41119,0
24222,1
391475,0
396137,0
421615,1
295375,0
410229,0
105043,1
23014,1
6983,1
409192,1
102687,0
67262,1
41529,1
272462,1
146545,0
63546,0
264703,0
286499,0
338364,1
387171,0
38479,1
401784,0
199384,1
291514,1
25475,1
128571,0
261117,0
10794,1
267711,0
361611,0
322940,1
336135,1
195291,1
420797,0
42305,0
95711,1
339315,1
146361,1
351901,1
81323,1
232148,1
78251,1
69157,0
63915,0
396474,0
145164,1
299533,1
103815,1
70911,0
33767,0
29112,0
403271,1
137525,1
137205,0
312771,1
112613,1
341422,0
177929,0
338874,0
296774,1
254274,0
33751,0
356110,1
107792,0
230271,1
235553,0
226745,0
418154,1
293207,1
233932,1
403893,1
270117,0
18866,0
392297,0
59276,0
310211,1
55851,0
21785,1
263229,0
386970,0
116544,1
166186,1
235150,0
276557,1
463,0
263032,0
205089,0
309552,1
166519,1
205825,1
281399,1
163029,1
94014,0
418394,1
375883,1
42540,0
89716,0
257323,0
337294,0
263402,0
139192,1
350171,1
94265,0
30876,0
142915,0
129427,1
87274,1
215546,1
132674,0
175818,1
102747,1
29582,0
101350,1
224316,1
136521,1
227656,1
364915,0
205294,1
30884,0
266846,1
370902,0
153694,0
16161,0
30150,0
268725,1
34136,1
365387,0
60702,1
313421,1
404944,0
12456,1
58858,0
238609,1
9882,0
318914,0
206526,1
166422,1
12942,0
414361,0
99903,1
281473,1
278651,1
376837,0
203820,0
173906,1
360258,0
411828,0
400879,1
105006,1
17919,1
114201,0
101259,0
193262,0
23964,1
311523,0
70951,0
248684,1
417493,1
214827,0
119109,1
66631,0
207638,1
126459,0
76822,1
108189,1
79710,1
413259,1
21002,1
86130,1
223415,0
20110,1
333782,1
48515,1
177548,1
18126,1
251010,1
90277,0
289550,0
23714,0
334175,1
278366,0
16928,1
116400,0
178866,1
206927,1
142410,1
379850,1
264091,1
56345,0
232330,1
403450,1
400524,0
220717,0
293991,0
130144,0
283063,1
32638,0
169981,1
127373,1
343967,1
240945,0
127478,0
154209,0
322043,1
376472,1
272539,1
14219,0
10579,1
411960,1
316575,1
322176,0
359855,1
216729,1
44096,0
189065,0
321819,1
384476,1
404890,0
310292,1
291029,1
24786,1
101885,0
220803,0
289448,1
292472,0
254330,0
277611,0
298753,1
255671,0
337939,1
225200,1
189072,0
205785,1
4320,1
35207,0
362623,0
109517,1
223289,0
145247,1
150966,1
41419,1
262315,0
107690,0
114436,0
408802,0
343552,1
74720,0
281931,1
319275,0
318155,0
19141,1
350234,1
417813,1
88659,1
239659,1
320849,0
249661,1
381173,1
412644,1
321825,1
14408,0
142675,0
404820,1
302409,0
67032,0
187030,1
206772,0
198436,1
115087,0
243141,0
191339,0
319206,0
379867,1
62918,1
362274,0
106544,1
19794,0
308198,0
213065,1
352987,1
204655,0
379192,1
191091,0
293613,1
68533,0
87805,0
97912,0
191883,1
390768,0
242525,1
59326,0
332838,1
94085,0
24260,1
166365,1
258691,0
295875,0
276740,1
364195,0
329248,1
397700,1
351273,1
68874,0
329054,1
248594,1
118796,1
139237,1
406976,0
221855,0
274726,1
194431,1
240309,1
315738,0
218709,0
361942,1
137945,1
37434,0
92654,0
216447,1
421213,1
336321,0
107421,0
25423,1
330266,1
96449,0
314177,1
25585,1
419064,0
205434,0
30282,0
108319,0
106057,1
35115,0
288401,1
187560,0
417355,1
73585,1
386529,0
814,1
366597,1
36601,1
324625,1
120893,1
256844,1
199111,0
325306,0
163289,0
343430,1
290035,1
272864,0
87821,0
350227,1
197091,1
294777,1
188827,1
207694,1
401553,0
238236,0
315767,0
106141,1
229058,1
167918,0
189610,1
201893,1
322345,0
199090,0
380916,0
330648,1
308520,1
384759,0
25536,1
416825,0
181580,1
217666,1
180888,0
259462,1
48211,1
374188,0
329627,1
169258,1
22706,0
197199,1
185572,0
244403,0
11775,1
37779,1
167458,0
112997,0
25441,1
349662,0
146916,1
250193,1
